"40.70673231 74.00926988"
"40.74385599 73.83881119"
"40.74500333 73.86561912"
"40.73189094 73.89257654"
"40.70164723 73.89557233"
"40.68271210 73.90605247"
"40.68735000 73.88164082"
"40.68959285 73.89655268"
"40.69982287 73.88954863"
"40.70677372 73.87028802"
"40.70018550 73.85199953"
"40.69154778 73.87221360"
"40.68619974 73.85101877"
"40.68077360 73.86819712"
"40.67515347 73.89376026"
"40.66904348 73.91467888"
"40.66201007 73.93394853"
"40.65562176 73.95008061"
"40.69342699 73.98656873"
"40.68510605 73.94912601"
"40.69161353 73.93474974"
"40.69951612 73.91203249"
"40.70872338 73.91346522"
"40.70380489 73.84413422"
"40.70991643 73.86449582"
"40.74243755 73.85401726"
"40.74876820 73.83383592"
"40.73962715 73.84478159"
"40.73453291 73.86038659"
"40.73925174 73.87617140"
"40.73010369 73.84296254"
"40.73671835 73.82381419"
"40.73441970 73.82649801"
"40.73077927 73.84923233"
"40.73269873 73.82850880"
"40.72528039 73.85186611"
"40.72967110 73.86511131"
"40.73407141 73.87746605"
"40.72286540 73.85981132"
"40.72429780 73.87516692"
"40.71573107 73.88903931"
"40.71996058 73.90065225"
"40.71359924 73.87653452"
"40.71898930 73.86078319"
"40.72204731 73.84435259"
"40.72645089 73.85367214"
"40.71614501 73.85113597"
"40.72272850 73.83140552"
"40.70948498 73.83840066"
"40.70231144 73.85361742"
"40.70791851 73.87133194"
"40.70425543 73.89167130"
"40.70566355 73.85572038"
"40.70614119 73.83025176"
"40.69759590 73.83581835"
"40.68999753 73.84919476"
"40.78582719 73.84455626"
"40.77598394 73.84140486"
"40.78025543 73.82501497"
"40.76895784 73.83491200"
"40.76590361 73.82152534"
"40.76074255 73.82675113"
"40.75597596 73.81436583"
"40.74557513 73.81684349"
"40.73808616 73.82302861"
"40.74563086 73.80088376"
"40.74016775 73.81979874"
"40.73221638 73.81072857"
"40.72576420 73.80110695"
"40.71876563 73.79936452"
"40.71286556 73.80607910"
"40.70490611 73.81216443"
"40.69754203 73.82114937"
"40.69130083 73.83094908"
"40.68309132 73.82629408"
"40.68172123 73.85472293"
"40.67587169 73.86743878"
"40.66890034 73.88163068"
"40.67172497 73.90754904"
"40.66541845 73.91854052"
"40.67654441 73.92223262"
"40.67943449 73.93929354"
"40.67753482 73.96787687"
"40.66619907 73.97006158"
"40.65845610 73.97005850"
"40.81994300 73.90726649"
"40.65054972 73.98031687"
"40.65847619 73.92949253"
"40.64885933 73.94659688"
"40.64692137 73.97375095"
"40.67818300 74.01204845"
"40.66593887 74.00274964"
"40.67155090 73.96794957"
"40.67157541 73.98176882"
"40.64600185 74.00751383"
"40.63393433 74.01997222"
"40.63589002 73.99068410"
"40.63992721 73.96357512"
"40.66104010 73.91848478"
"40.67206113 73.92824932"
"40.66784702 73.90357385"
"40.65652708 73.88082691"
"40.64336443 73.91223112"
"40.63588041 73.93367188"
"40.63875003 73.94450034"
"40.64113837 74.02378745"
"40.63120818 74.01430757"
"40.62769631 74.03131290"
"40.63205875 73.99093409"
"40.62453835 74.02698091"
"40.61762020 74.01366181"
"40.61366898 74.03151652"
"40.60629251 74.01139022"
"40.61970404 73.99076665"
"40.63038283 73.99478777"
"40.63368569 73.97315184"
"40.62921123 73.94771593"
"40.63905454 73.96262118"
"40.60945667 73.96954151"
"40.61738060 73.94594093"
"40.60746071 73.96368585"
"40.60800965 73.98746687"
"40.60829087 74.00296314"
"40.59441807 73.99494372"
"40.60285462 73.97161292"
"40.59626043 73.96191671"
"40.59184989 73.99070582"
"40.58474907 73.97314899"
"40.57770678 74.00071737"
"40.58366167 73.98966191"
"40.58638018 73.96399733"
"40.58039247 73.94238017"
"40.57974358 73.96091484"
"40.58943688 73.93188088"
"40.59662738 73.95440596"
"40.59594185 73.93789447"
"40.59805727 73.89908998"
"40.59382218 73.88578985"
"40.58342866 73.88641445"
"40.58481655 73.90352875"
"40.58317116 73.92845271"
"40.60578855 73.92554767"
"40.60336128 73.89531728"
"40.60841705 73.91650776"
"40.61037917 73.93179206"
"40.60257400 73.94441177"
"40.61357776 73.91232124"
"40.62246367 73.94169611"
"40.62468182 73.90315124"
"40.63009175 73.91824827"
"40.63016154 73.89810423"
"40.64158104 73.90558815"
"40.63017802 73.88947185"
"40.64290289 73.88215203"
"40.63589427 73.94180924"
"40.64565365 73.93014140"
"40.65369071 73.90265157"
"40.64964547 73.88082714"
"40.65973071 73.85773293"
"40.64900263 73.86245836"
"40.66482798 73.88320835"
"40.65674763 73.85571932"
"40.67699192 73.86247714"
"40.65051875 73.85584518"
"40.65288884 73.83895233"
"40.66909062 73.83815796"
"40.68185631 73.84193340"
"40.69086338 73.82869644"
"40.65377181 73.83805071"
"40.65241694 73.82009007"
"40.64695632 73.79899762"
"40.64373669 73.78988042"
"40.63198874 73.76861759"
"40.61849275 73.79107081"
"40.62696643 73.78481804"
"40.62192571 73.76467387"
"40.63454361 73.75524731"
"40.61893082 73.76124776"
"40.63990616 73.74186794"
"40.64838224 73.74077701"
"40.65919696 73.75882623"
"40.65896867 73.77768141"
"40.66708744 73.79828289"
"40.67204857 73.81488614"
"40.68024236 73.81809942"
